User_ID,Age,Income_Level,Credit_Score,Investment_Experience,Financial_Knowledge,Risk_Tolerance,Investment_Goals,Time_Horizon,Total_Assets,Total_Liabilities,Number_of_Dependents,Years_of_Investing,Net_Worth,Investment_Strategy
UYSYXYVSNW,56,Medium,698,Intermediate,High,Low,Income,Medium-term,5360064,2082858,1,11,3277206,Balanced
ESHNVVN0PE,53,High,725,Novice,High,Medium,Speculation,Long-term,5015954,2142709,4,24,2873245,Balanced
B4PB49BRCT,40,High,662,Experienced,Low,High,Preservation,Medium-term,5115536,1895662,1,4,3219874,Balanced
L7AT6YI8KQ,23,Medium,681,Experienced,Low,High,Income,Short-term,4925476,2121556,0,28,2803920,Balanced
B7VO2KCMPC,41,High,665,Novice,High,Medium,Preservation,Long-term,5002593,2159254,4,4,2843339,Balanced
0FXBRVSGAS,61,Low,733,Novice,Medium,Low,Preservation,Long-term,5034264,2050336,4,38,2983928,Balanced
T7UZ4FCRJM,50,High,694,Experienced,High,Medium,Income,Long-term,4843548,2055115,2,38,2788433,Balanced
JTLI2NMZX7,29,Medium,752,Novice,High,Low,Income,Short-term,4850445,2044374,4,36,2806071,Conservative
F95YX71819,58,High,679,Novice,High,Medium,Preservation,Short-term,4759407,1999102,1,2,2760305,Balanced
0L05B4UBIU,38,Medium,719,Experienced,High,Low,Growth,Long-term,5044677,1775146,3,15,3269531,Balanced
J1S7MKNS8T,28,Medium,756,Experienced,Medium,Low,Growth,Medium-term,5048696,2012177,0,21,3036519,Balanced
R8OXFMEP57,61,High,706,Experienced,High,Low,Growth,Medium-term,4823539,1892150,3,10,2931389,Balanced
M97MVTOIPZ,55,High,704,Novice,Low,Low,Income,Medium-term,4838106,1953644,4,38,2884462,Balanced
IBOAOLDIAE,46,High,707,Novice,High,High,Speculation,Medium-term,4893262,2088278,2,39,2804984,Aggressive
PPOC9FLTJA,65,High,737,Novice,High,Low,Preservation,Long-term,5135737,2096029,0,21,3039708,Balanced
UBTVPI2FQ9,58,Low,769,Novice,Medium,Low,Preservation,Short-term,4979658,1939025,4,9,3040633,Conservative
07GDKHD02C,20,Low,746,Intermediate,Medium,High,Speculation,Medium-term,5118532,1942465,2,13,3176067,Balanced
5QE4FPWK2D,45,Low,689,Novice,High,High,Preservation,Medium-term,4720866,1923339,1,32,2797527,Aggressive
2GUJTIVKJJ,37,High,596,Novice,Low,High,Growth,Short-term,4994869,2055886,2,27,2938983,Balanced
YCEW9EAS2K,43,High,680,Experienced,Low,Medium,Growth,Medium-term,4967236,1978267,1,35,2988969,Balanced
5HLLVD6KCE,41,High,686,Experienced,Low,Medium,Income,Short-term,5041326,2172606,3,23,2868720,Balanced
2AK5NQMONU,69,High,700,Novice,Medium,High,Preservation,Short-term,4913397,2069660,4,33,2843737,Balanced
MK0Z9CDL5V,64,Low,731,Novice,Low,Low,Preservation,Long-term,5286197,2099321,3,19,3186876,Balanced
0LF5RI7WVA,38,Low,628,Novice,High,High,Speculation,Medium-term,4852916,1857649,0,36,2995267,Aggressive
XQU6YRKCMQ,47,High,640,Intermediate,High,Medium,Growth,Medium-term,4742218,2012228,1,36,2729990,Balanced
SXFCET17QH,21,Low,587,Novice,High,High,Speculation,Medium-term,4963372,2184646,2,12,2778726,Aggressive
A751X2PV6R,53,Medium,708,Intermediate,Low,Low,Preservation,Medium-term,4765622,2153353,2,10,2612269,Balanced
YB4M4ZMMXD,57,Medium,751,Experienced,High,Medium,Preservation,Long-term,4992343,2069179,3,18,2923164,Balanced
KV0IEZGMP7,27,Medium,783,Intermediate,Low,High,Growth,Short-term,4897539,1994287,4,16,2903252,Balanced
XRDEB8T8ZJ,27,Medium,726,Experienced,Low,Low,Speculation,Long-term,5220379,2074314,3,33,3146065,Balanced
EUVHTEWONA,59,High,690,Intermediate,High,High,Growth,Medium-term,5049979,2103773,0,26,2946206,Aggressive
ETZMGNIK1D,41,High,791,Experienced,Medium,Medium,Income,Short-term,4972073,1945974,0,37,3026099,Growth-oriented
4O09837F45,21,Medium,627,Novice,Low,Medium,Income,Medium-term,4814393,1959188,3,30,2855205,Balanced
7JQAOYBYXA,64,Low,650,Novice,Low,Low,Speculation,Long-term,4964405,1895101,4,13,3069304,Balanced
8GE9TGFLUW,44,High,673,Novice,Medium,High,Speculation,Medium-term,4976931,2022460,4,14,2954471,Balanced
7HJT0WKG8H,68,Low,714,Novice,Medium,High,Speculation,Medium-term,4976249,1918215,1,7,3058034,Growth-oriented
9VAXXNHUC4,62,Medium,618,Novice,High,Low,Income,Medium-term,5138203,2066731,1,6,3071472,Balanced
BECROFECTK,21,Low,717,Intermediate,High,High,Growth,Medium-term,5016562,2047869,2,14,2968693,Aggressive
K2SU2JAD2O,49,Medium,653,Novice,Low,Medium,Growth,Long-term,5105320,2000300,3,39,3105020,Balanced
MCC4Y04GK4,27,Medium,759,Novice,Low,Medium,Growth,Short-term,4659531,2019371,2,29,2640160,Balanced
5QHMHMYB06,28,High,616,Experienced,High,Medium,Growth,Medium-term,4851020,2086276,3,26,2764744,Preservation
72U8IUZNYZ,45,Low,659,Novice,High,High,Preservation,Long-term,5198993,2056654,4,11,3142339,Aggressive
7WW9JQV1AX,63,Medium,657,Intermediate,Low,Medium,Speculation,Short-term,4686699,2165041,1,30,2521658,Balanced
1F4G8AG2ZI,25,High,823,Novice,High,Low,Growth,Medium-term,5138223,1925057,1,37,3213166,Growth-oriented
LZ5CN12PRT,57,Low,715,Experienced,Low,High,Growth,Short-term,4926059,1955225,4,25,2970834,Balanced
EMHC5JRAH7,39,Medium,628,Experienced,Low,Medium,Preservation,Medium-term,5118563,1898436,4,15,3220127,Balanced
DI29X1CV9V,51,Low,731,Experienced,Medium,Low,Income,Long-term,5239136,2068406,4,13,3170730,Income
MUCNY589SN,62,High,812,Novice,Low,Medium,Growth,Medium-term,4914715,1982368,0,39,2932347,Growth-oriented
HD4AAWOLE7,52,Low,733,Intermediate,Low,Medium,Speculation,Long-term,5173446,1822310,2,32,3351136,Balanced
VRL21VZM6I,52,Medium,748,Experienced,Low,High,Preservation,Short-term,4736380,2073196,4,27,2663184,Balanced
VUJPR3L5T2,42,Medium,657,Intermediate,Low,Low,Speculation,Short-term,5052615,2110325,0,31,2942290,Conservative
DEWZX5WYL8,51,High,668,Experienced,Low,Medium,Income,Short-term,5137931,1899331,1,34,3238600,Balanced
1EDB1G042K,23,High,751,Experienced,Medium,Low,Growth,Short-term,5327748,1853026,1,13,3474722,Conservative
QFHMSX3II8,58,Low,792,Intermediate,High,High,Preservation,Medium-term,5070037,2073795,0,20,2996242,Aggressive
783FATUYCR,54,Medium,660,Novice,Low,Low,Preservation,Medium-term,5004982,1959897,4,29,3045085,Balanced
AXU15ZBFCS,18,Low,670,Intermediate,Medium,Medium,Growth,Short-term,4860457,1987244,1,7,2873213,Balanced
LS43TW55WZ,29,Medium,749,Novice,High,Low,Preservation,Long-term,4834217,2098856,1,12,2735361,Balanced
ZSX2IMI3S4,52,High,613,Intermediate,High,Medium,Speculation,Short-term,5085485,2005921,0,36,3079564,Balanced
Y7U20CEZN2,23,Low,727,Intermediate,High,Low,Income,Medium-term,5411282,2037884,3,20,3373398,Balanced
OK3PN2MSH7,34,Low,652,Intermediate,Low,Medium,Growth,Medium-term,4870326,2096609,0,22,2773717,Balanced
OC1LMA3UUR,26,Medium,755,Experienced,Medium,High,Growth,Short-term,4831926,2199647,2,31,2632279,Balanced
37BWN1KAE3,19,Medium,713,Novice,High,Medium,Speculation,Long-term,5163604,2010960,0,4,3152644,Balanced
PNPKXOFRJP,35,High,648,Novice,Low,Low,Speculation,Short-term,4725119,1944493,0,1,2780626,Conservative
338LEOZXZ2,66,Medium,663,Novice,High,Medium,Growth,Short-term,5186350,2125279,2,14,3061071,Balanced
8H1GCDD5NZ,53,Medium,681,Intermediate,Medium,High,Preservation,Medium-term,5158441,2009629,3,7,3148812,Balanced
OJ5K05NB4S,45,Medium,750,Experienced,Low,Medium,Preservation,Short-term,4726211,2148136,2,7,2578075,Balanced
2REZY1POPJ,58,Low,789,Novice,Low,High,Speculation,Long-term,4984197,2095713,4,24,2888484,Balanced
YFMH0ENIFA,54,Low,712,Intermediate,Low,High,Preservation,Long-term,5093956,2031837,4,30,3062119,Balanced
1V03HPAA71,66,Medium,693,Experienced,High,High,Growth,Short-term,5230062,2140452,4,37,3089610,Aggressive
RZQCZBLO0G,43,Medium,739,Novice,Low,Medium,Preservation,Medium-term,5057299,1889280,2,24,3168019,Balanced
UMH7RTKHUL,21,High,722,Experienced,Medium,High,Growth,Medium-term,4943169,1815324,4,23,3127845,Balanced
1DWRWCOF84,57,High,560,Novice,Medium,High,Income,Short-term,5065217,2010546,3,29,3054671,Balanced
C9NBWTSGMW,53,Low,716,Experienced,High,High,Speculation,Short-term,5160789,2007567,2,29,3153222,Aggressive
DO3AJEKLBF,68,High,641,Intermediate,Medium,High,Growth,Long-term,4703632,1890490,1,23,2813142,Balanced
ZLYN95Q81O,48,High,662,Novice,Medium,Medium,Speculation,Short-term,5068079,2185705,3,4,2882374,Balanced
8AH3UPBKXB,47,High,616,Intermediate,High,Medium,Income,Short-term,5142003,2138652,1,32,3003351,Balanced
7809TL2JCZ,67,Low,588,Experienced,Low,Medium,Growth,Medium-term,5305900,1913954,1,16,3391946,Balanced
CRXQJA2FKW,51,High,620,Intermediate,Medium,Low,Speculation,Long-term,5122318,1929846,3,10,3192472,Balanced
E2B2WHULWZ,36,Medium,591,Experienced,Low,High,Income,Short-term,4661645,2039424,2,19,2622221,Balanced
VW2ZNAQOMP,35,Low,732,Intermediate,High,Low,Speculation,Medium-term,5030685,2056867,3,22,2973818,Balanced
D7MIQ69MUK,47,High,688,Intermediate,Medium,High,Income,Medium-term,5206842,1986405,2,28,3220437,Balanced
RO6BFKVCU1,38,Medium,635,Experienced,Low,Medium,Growth,Long-term,5069274,2089186,2,14,2980088,Balanced
LASMLLCMC9,20,Low,778,Novice,High,Medium,Preservation,Medium-term,5099689,2057128,1,36,3042561,Balanced
E7HN71E4OH,23,Medium,695,Experienced,Low,High,Income,Short-term,4977954,1909109,1,37,3068845,Income
PYPSSZIQCF,55,High,717,Novice,High,High,Growth,Short-term,5141443,2120462,1,37,3020981,Aggressive
BVYR6I7ZGS,30,High,622,Experienced,High,High,Speculation,Short-term,5047169,2010852,0,4,3036317,Aggressive
3WAWVVZOIJ,62,Medium,812,Experienced,Low,High,Speculation,Medium-term,5078476,1975789,2,36,3102687,Balanced
IDRL59SEZ4,20,Medium,696,Experienced,High,High,Income,Medium-term,4948308,2047455,0,21,2900853,Aggressive
D0P1TJFPXH,65,Medium,650,Intermediate,Medium,Low,Income,Long-term,4858130,1810075,3,29,3048055,Balanced
XRSF98AY6N,45,High,674,Intermediate,Medium,Medium,Preservation,Short-term,5112290,2107314,2,35,3004976,Balanced
25DF6SRU35,39,Low,728,Novice,Low,Medium,Speculation,Medium-term,5205090,1906198,0,13,3298892,Balanced
H4KYCIUZP5,57,High,634,Intermediate,High,Low,Growth,Long-term,4887225,1969324,3,3,2917901,Balanced
Y25O5PTYFX,57,Low,665,Experienced,Medium,Medium,Preservation,Medium-term,4803579,2079518,1,38,2724061,Balanced
JNGGR27JO1,29,Medium,688,Intermediate,Medium,Medium,Preservation,Long-term,5193138,1875051,1,37,3318087,Balanced
T1BQFH5RQQ,40,Low,655,Experienced,High,High,Speculation,Long-term,4903311,1891951,2,25,3011360,Aggressive
OL6GBY88GY,48,High,682,Intermediate,High,High,Growth,Long-term,4927139,1955506,2,10,2971633,Aggressive
WM78XP0HY5,35,High,740,Experienced,High,Low,Preservation,Long-term,5412080,2003811,0,24,3408269,Balanced
7WKZNUZBXB,24,Low,713,Intermediate,Medium,Medium,Speculation,Short-term,4767401,2035945,3,12,2731456,Balanced
SJQM5V5TKT,25,Medium,773,Intermediate,Low,Medium,Income,Medium-term,4738294,2124602,1,25,2613692,Balanced
A708FWSWCO,36,Medium,740,Experienced,Medium,Low,Growth,Short-term,4747263,1939158,4,32,2808105,Conservative
FQ3QYERLI7,46,High,730,Experienced,High,Medium,Income,Medium-term,4834012,2070688,3,9,2763324,Balanced
J8VS8RFBXN,61,Medium,737,Intermediate,High,High,Income,Medium-term,4996373,1959046,0,35,3037327,Aggressive
QFWS7O813E,37,Medium,650,Novice,Medium,Low,Growth,Short-term,4995036,1952912,2,13,3042124,Conservative
7GWNDM5URL,67,High,716,Intermediate,Medium,High,Speculation,Long-term,5132575,2230921,3,13,2901654,Balanced
HBXSIW0ELY,59,Medium,836,Novice,Medium,High,Growth,Short-term,5116018,2064387,0,8,3051631,Balanced
DLXC15YA99,47,High,645,Intermediate,High,Low,Speculation,Long-term,5075639,1958421,4,3,3117218,Balanced
9GL59F3UL9,64,Low,706,Experienced,Low,Medium,Growth,Medium-term,4908169,2111555,0,25,2796614,Balanced
OWME4AFXQ6,39,Medium,716,Experienced,High,Medium,Income,Medium-term,5109242,2122611,3,17,2986631,Balanced
D06Z8109WN,27,Low,667,Intermediate,Medium,Low,Preservation,Short-term,5146703,2047540,2,7,3099163,Conservative
NW6YUKZHGP,43,Medium,717,Intermediate,Medium,High,Growth,Long-term,5109350,1887516,1,9,3221834,Balanced
LNP84G6LV0,68,High,660,Intermediate,Low,Medium,Preservation,Short-term,5179275,1927939,2,13,3251336,Balanced
VBZ2Z3SM0M,50,Medium,650,Experienced,Medium,Low,Preservation,Long-term,4995724,1892122,0,17,3103602,Balanced
YVYEN0EQHK,45,Low,718,Novice,High,Low,Growth,Short-term,4740227,2119577,0,24,2620650,Conservative
4M9GZU6PGW,27,High,743,Experienced,Medium,Medium,Preservation,Long-term,5421089,2055855,1,5,3365234,Balanced
YSM6BWSJ7A,46,High,610,Experienced,Low,High,Growth,Short-term,4877905,2167045,2,17,2710860,Growth-oriented
MNJ41GVZZF,61,Medium,714,Intermediate,Medium,High,Income,Long-term,4897982,2029543,3,16,2868439,Balanced
EX6YJ9HSMK,35,High,654,Novice,Low,High,Growth,Short-term,5050521,2049146,3,6,3001375,Balanced
9DLT6W0NWY,59,High,789,Intermediate,High,Medium,Speculation,Medium-term,5094553,1999135,4,11,3095418,Growth-oriented
QMT8NLLO3U,18,Medium,748,Intermediate,High,Low,Income,Medium-term,5013351,1919630,4,18,3093721,Growth
OZ73FZU6GQ,40,Medium,685,Novice,High,Low,Preservation,Short-term,4812614,2181057,2,38,2631557,Conservative
87HHV26J23,34,High,732,Novice,High,Low,Income,Medium-term,5093150,2144077,0,22,2949073,Balanced
IO0VE7RLJ3,60,High,702,Intermediate,High,Medium,Income,Medium-term,4790283,1960354,2,35,2829929,Balanced
0K2GYBP4UA,54,Medium,725,Intermediate,Low,Medium,Growth,Long-term,4989735,2072627,3,33,2917108,Balanced
OM6OP6OPZT,48,Low,632,Novice,Low,High,Preservation,Short-term,4874629,1986776,1,15,2887853,Balanced
44DNPOVBJV,42,High,710,Experienced,High,High,Preservation,Short-term,5114229,1909927,3,33,3204302,Aggressive
4SOU1UO4KV,21,Medium,627,Novice,Medium,Low,Growth,Medium-term,5168792,1865766,3,3,3303026,Balanced
K00FZ80DEU,69,High,640,Intermediate,High,Medium,Preservation,Medium-term,4956069,1943671,1,17,3012398,Balanced
SUDNUQ2FKC,26,Low,751,Experienced,Medium,Low,Speculation,Long-term,4977662,1890949,1,11,3086713,Balanced
9U0Z7AMQYV,45,Medium,749,Intermediate,Low,High,Preservation,Short-term,4961823,2088986,3,33,2872837,Conservative
GT60MN7GUU,47,Low,790,Experienced,Medium,Low,Growth,Medium-term,5261034,2029020,4,20,3232014,Balanced
BYME3SMC2B,64,Medium,597,Experienced,Low,High,Growth,Short-term,5158726,2157435,3,2,3001291,Balanced
WGUIJOV92G,41,Medium,668,Experienced,Low,Low,Preservation,Long-term,5021138,2158668,3,19,2862470,Balanced
UFM9159TJU,50,High,689,Novice,Low,Medium,Speculation,Short-term,5197020,2087649,3,16,3109371,Balanced
3AMUT6ENGI,37,Low,654,Experienced,Medium,High,Preservation,Medium-term,4810268,1842776,1,33,2967492,Balanced
XYAU2QJ11L,26,Medium,632,Novice,Low,Medium,Income,Long-term,5051615,2063899,2,20,2987716,Balanced
XQ2LBUV873,25,Medium,689,Intermediate,Medium,Low,Growth,Medium-term,4859957,1972193,4,19,2887764,Balanced
1R3PLOP0SI,41,High,670,Experienced,Medium,Medium,Speculation,Medium-term,4814818,2115334,4,25,2699484,Balanced
1NBT9BU355,31,Medium,654,Experienced,Low,Low,Speculation,Short-term,4971457,2019268,0,15,2952189,Conservative
2UZ7EUR21W,35,Medium,739,Novice,Medium,High,Income,Medium-term,5132799,2084902,2,24,3047897,Balanced
7G8524ZXRC,18,High,666,Intermediate,Medium,Medium,Growth,Short-term,4917958,1886338,0,32,3031620,Balanced
LNQUMNHOOZ,29,Low,699,Experienced,Low,Medium,Growth,Long-term,4815451,2012400,3,8,2803051,Balanced
GS68BJ0HPV,46,Low,720,Intermediate,Low,Medium,Preservation,Long-term,4965715,1992544,3,8,2973171,Balanced
J2LXIB3FU2,54,High,726,Novice,High,Low,Preservation,Short-term,4969643,1883387,2,17,3086256,Conservative
I0P72BN0IZ,43,Low,668,Novice,High,High,Income,Short-term,4936842,2233014,4,17,2703828,Aggressive
RG3YQ1A9VQ,50,Medium,709,Intermediate,Medium,Medium,Preservation,Long-term,4975662,1917034,0,12,3058628,Balanced
XNP74ONLPE,60,Low,705,Experienced,Medium,Medium,Speculation,Short-term,4905028,2027224,1,38,2877804,Balanced
IZKX5UOWEC,32,High,731,Experienced,High,Low,Speculation,Short-term,5100105,2060715,0,12,3039390,Conservative
HGE4GW82UC,40,Low,710,Novice,Medium,Low,Speculation,Short-term,4868044,2279420,1,39,2588624,Conservative
NLACL50D88,46,Low,682,Intermediate,Low,Low,Income,Long-term,5022057,2208154,1,1,2813903,Balanced
O588DNL2HS,38,High,695,Intermediate,High,High,Speculation,Medium-term,4758270,1725941,4,2,3032329,Aggressive
UCNJLBOD4P,36,Low,714,Novice,Low,Medium,Growth,Long-term,4738479,1988414,3,3,2750065,Balanced
4K8MWRTNKN,22,High,792,Intermediate,Low,Medium,Preservation,Short-term,4825580,2117980,0,1,2707600,Growth-oriented
YONESH5GH6,40,Low,679,Experienced,Low,Medium,Growth,Short-term,5044894,1909421,1,9,3135473,Balanced
8ZFJDS1DWH,53,High,681,Intermediate,High,Medium,Speculation,Medium-term,4892732,1961050,0,28,2931682,Balanced
YX32OSVFU0,37,Low,657,Intermediate,Medium,Medium,Income,Medium-term,4817393,1950482,4,31,2866911,Balanced
XIZVW7ZZH4,25,High,751,Experienced,Low,Medium,Speculation,Long-term,5038377,2246317,1,20,2792060,Growth-oriented
BTT3521JIS,26,High,621,Novice,Low,High,Income,Short-term,4924521,2116918,1,13,2807603,Balanced
A571TUO50B,31,Medium,765,Novice,Low,High,Income,Long-term,4984420,2018787,4,2,2965633,Balanced
NCA53AV45W,23,Low,628,Experienced,Low,High,Growth,Short-term,4976584,2022379,1,9,2954205,Growth-oriented
7ZVNOALKQK,18,High,692,Novice,Low,High,Preservation,Medium-term,4868059,2052396,4,2,2815663,Balanced
3578QVZ123,26,Medium,709,Novice,Medium,Medium,Speculation,Long-term,5163291,2093514,2,35,3069777,Balanced
YDLI2UQW2B,33,Low,697,Intermediate,High,Low,Preservation,Long-term,5046792,2083871,1,11,2962921,Income
S1AYE9OS1R,33,Low,650,Experienced,Medium,Medium,Speculation,Short-term,4939655,1900456,0,8,3039199,Balanced
H6D1XAPU9A,29,Low,728,Experienced,High,Medium,Speculation,Short-term,4984816,1986874,4,8,2997942,Balanced
3I8KAK32JL,22,High,661,Novice,Low,Low,Income,Short-term,5262190,1833881,2,8,3428309,Conservative
OXFHCRXE92,57,Low,806,Intermediate,High,Low,Speculation,Short-term,5204715,2013977,0,14,3190738,Conservative
UJ59X0R5Y7,46,High,750,Intermediate,Medium,Medium,Speculation,Medium-term,4991853,2042048,3,26,2949805,Balanced
7N0TYYR5OX,63,Medium,687,Experienced,Medium,Medium,Preservation,Medium-term,5033401,2052438,3,18,2980963,Balanced
TBDW0S79BU,44,Low,573,Experienced,High,Medium,Growth,Short-term,5249891,2207409,4,18,3042482,Balanced
PVLUFAH60U,28,Medium,690,Intermediate,High,Medium,Income,Long-term,4911608,2055778,3,21,2855830,Balanced
BYXDNVPQ1U,64,High,672,Novice,High,Medium,Speculation,Short-term,4952490,2067088,3,4,2885402,Aggressive
8AEGYRKNGC,67,High,594,Experienced,Medium,Medium,Speculation,Short-term,5107444,2019815,3,10,3087629,Balanced
LQDJ5A12FL,45,Medium,622,Experienced,Medium,High,Speculation,Medium-term,5419217,1949593,1,12,3469624,Preservation
9N088GB7A0,69,Medium,600,Experienced,Medium,Medium,Speculation,Medium-term,4957147,2152215,0,30,2804932,Balanced
R0NJ8937OJ,53,Medium,681,Novice,Low,Low,Speculation,Long-term,5056398,2011632,0,9,3044766,Balanced
1HU0CTZHGG,59,Low,754,Intermediate,High,High,Income,Short-term,5102312,2034167,0,9,3068145,Aggressive
E1FCY516SC,36,Medium,668,Experienced,Low,High,Preservation,Medium-term,4705961,1948319,1,3,2757642,Growth-oriented
1Y5GH2JXRO,52,Medium,691,Intermediate,High,Medium,Preservation,Short-term,5357653,1830833,1,23,3526820,Balanced
P34ICA2IYP,69,Low,772,Intermediate,Low,High,Speculation,Short-term,4878145,2020944,3,21,2857201,Balanced
WV6VPKPUQS,48,High,690,Experienced,Medium,Medium,Speculation,Short-term,5090884,2016972,3,6,3073912,Balanced
FWMRMXYKNC,61,Low,717,Novice,Low,High,Preservation,Short-term,5110874,1886668,2,24,3224206,Balanced
08MOJ4DQ7P,36,Medium,637,Intermediate,Medium,Medium,Income,Long-term,4939989,2045833,4,26,2894156,Balanced
ML5ADLTZEQ,63,High,676,Experienced,Low,Low,Preservation,Long-term,4852573,2034471,0,31,2818102,Balanced
ZT8QKMPDK2,41,High,672,Novice,High,Medium,Preservation,Medium-term,5105908,1930658,3,34,3175250,Conservative
Q129527IUY,19,Low,667,Experienced,High,High,Preservation,Medium-term,4882136,2030999,2,17,2851137,Aggressive
HYQB8R1L5V,24,Low,703,Intermediate,High,Medium,Speculation,Medium-term,5167395,1976978,4,14,3190417,Balanced
JAGI51ZHOE,60,Low,630,Novice,Low,High,Preservation,Long-term,5034293,2089895,4,4,2944398,Balanced
5BJB79GBT0,66,Medium,779,Experienced,Medium,Medium,Income,Long-term,4930076,1975974,2,9,2954102,Balanced
UQLFWP1ZDU,48,High,749,Intermediate,High,High,Income,Short-term,5212203,2092550,0,0,3119653,Aggressive
JFDPHHX58U,34,Low,741,Experienced,Medium,Low,Income,Long-term,4764169,2132083,0,4,2632086,Balanced
U7JHLE0SIR,44,Medium,654,Novice,Low,Medium,Income,Long-term,5127137,2052585,1,3,3074552,Balanced
WT7GB8QX92,53,Medium,733,Intermediate,High,Medium,Income,Long-term,4672240,2073728,1,6,2598512,Balanced
PYFLYNTHJ8,67,High,722,Intermediate,Low,Medium,Growth,Medium-term,5060780,2099506,2,14,2961274,Balanced
P7170LKZKK,60,High,645,Novice,Low,Low,Income,Short-term,5139022,1914010,3,23,3225012,Conservative
53WFKPYYJY,27,High,781,Novice,High,High,Speculation,Long-term,4920697,2063080,4,14,2857617,Aggressive
AA0NI4637C,62,Low,690,Experienced,High,High,Speculation,Medium-term,5057884,2093978,1,23,2963906,Aggressive
LKSJNKD8LU,31,High,801,Intermediate,Low,High,Preservation,Short-term,4862086,2025706,3,31,2836380,Growth-oriented
A03OB0PWI8,24,High,745,Novice,Low,Low,Preservation,Medium-term,4865799,1996837,0,11,2868962,Balanced
